Investigator,Lena and Yossi,Time (s),Electrode,Amplitude (mV)
,,00017.041360,D2_34,0.068
,,00017.054480,D2_21,0.031
,,00017.058800,D2_21,0.034
,,00017.060240,D2_34,0.056
,,00017.066800,B6_23,0.056
,,00017.074880,D2_34,0.06
,,00017.084160,D2_21,0.055
,,00017.093680,D2_34,0.061
,,00017.111600,D2_23,0.03
,,00017.112240,D2_34,0.061
,,00017.127280,D2_21,0.055
,,00017.130880,D2_34,0.058
,,00017.144160,D2_34,0.052
,,00017.149840,D2_21,0.046
,,00017.161840,D2_34,0.053
,,00017.165760,D2_21,0.038
,,00017.184080,D2_34,0.053
,,00017.199440,D2_34,0.052
,,00017.200000,D2_21,0.039
,,00017.201200,D2_23,0.068
,,00017.218960,D2_23,0.06
,,00017.220640,D2_34,0.058
,,00017.221120,D2_21,0.037
,,00017.223120,C3_22,0.252
,,00017.225680,C3_22,0.033
,,00017.234400,D2_23,0.053
,,00017.238160,D2_34,0.048
,,00017.239680,D2_21,0.035
,,00017.264560,D2_34,0.047
,,00017.286720,D2_21,0.048
,,00017.287600,D2_34,0.051
,,00017.294960,A1_44,0.049
,,00017.296880,A1_43,0.124
,,00017.302960,D2_21,0.104
,,00017.318240,D2_34,0.054
,,00017.332960,D2_34,0.05
,,00017.333680,A1_44,0.055
,,00017.334400,A1_43,0.133
,,00017.346880,D2_34,0.047
,,00017.348320,A1_41,0.016
,,00017.350320,B2_32,0.038
,,00017.357040,D2_21,0.047
,,00017.371280,D2_34,0.059
,,00017.373760,A1_44,0.053
,,00017.376960,A1_43,0.115
,,00017.383680,D2_34,0.051
,,00017.396240,A1_12,0.118
,,00017.397920,D2_34,0.056
,,00017.407920,A1_43,0.055
,,00017.409760,D2_21,0.094
,,00017.410480,D2_34,0.039
,,00017.422880,D2_34,0.031
,,00017.425360,A1_43,0.114
,,00017.436400,D2_34,0.045
,,00017.446640,D2_34,0.04
,,00017.454240,A1_44,0.045
,,00017.458640,D2_34,0.044
,,00017.462640,D2_21,0.044
,,00017.513120,A6_14,0.04
,,00017.519120,D2_21,0.037
,,00017.520480,D2_34,0.045
,,00017.540720,D2_23,0.034
,,00017.541840,D2_34,0.044
,,00017.557680,D2_21,0.051
,,00017.565680,D2_34,0.046
,,00017.583680,D2_34,0.038
,,00017.587600,D2_21,0.059
,,00017.626560,D2_34,0.051
,,00017.630880,D2_21,0.07
,,00017.637760,B2_32,0.038
,,00017.641760,D2_34,0.051
,,00017.704000,C3_22,0.265
,,00017.706320,C3_22,0.033
,,00017.720240,D2_21,0.064
,,00017.747760,B6_23,0.046
,,00017.752480,A2_44,0.062
,,00017.795600,D2_34,0.052
,,00017.834080,D2_34,0.059
,,00017.889840,D2_21,0.059
,,00017.906320,B2_31,0.057
,,00017.910880,B2_32,0.034
,,00017.912240,D2_21,0.05
,,00017.914240,B2_31,0.054
,,00017.924480,B2_31,0.057
,,00017.927680,D1_42,0.037
,,00017.933440,D2_21,0.042
,,00017.939520,D2_21,0.035
,,00017.949040,D2_21,0.041
,,00018.015600,A4_33,0.043
,,00018.057360,A1_41,0.014
,,00018.156240,A4_23,0.052
,,00018.159360,D2_21,0.033
,,00018.166400,A1_43,0.058
,,00018.169520,A1_44,0.05
,,00018.172960,A1_43,0.137
,,00018.178720,D2_21,0.061
,,00018.220320,B6_23,0.058
,,00018.223280,D2_34,0.062
,,00018.296960,B2_32,0.039
,,00018.345280,D2_34,0.11
,,00018.519040,D2_34,0.092
,,00018.627280,D2_34,0.106
,,00018.645760,B6_23,0.032
,,00018.779040,A2_44,0.054
,,00018.791760,D2_34,0.101
,,00018.869760,A1_43,0.051
,,00019.048160,D5_43,0.03
,,00019.055520,D5_41,0.014
,,00019.063360,D5_22,0.027
,,00019.076720,D2_34,0.1
,,00019.079760,D5_41,0.015
,,00019.084640,D5_13,0.038
,,00019.087120,D5_21,0.043
,,00019.087200,D5_41,0.019
,,00019.087840,D5_33,0.052
,,00019.091520,D5_43,0.039
,,00019.092160,D5_33,0.049
,,00019.096720,D2_34,0.078
,,00019.101440,D5_13,0.045
,,00019.102240,D5_21,0.035
,,00019.102400,A2_44,0.06
,,00019.106000,D5_43,0.036
,,00019.111680,D5_13,0.029
,,00019.114160,D5_33,0.034
,,00019.116240,D5_43,0.065
,,00019.118400,D5_33,0.062
,,00019.118960,D5_43,0.032
,,00019.121520,D2_34,0.079
,,00019.127840,D5_41,0.011
,,00019.129680,D5_33,0.056
,,00019.130000,D5_13,0.039
,,00019.130880,D5_34,0.037
,,00019.133120,D5_33,0.04
,,00019.138560,D5_41,0.014
,,00019.140720,D5_33,0.037
,,00019.143600,D5_33,0.056
,,00019.144080,B6_23,0.063
,,00019.146880,D5_43,0.054
,,00019.152320,D5_13,0.041
,,00019.154880,D5_43,0.034
,,00019.157840,D2_34,0.08
,,00019.161040,D5_33,0.037
,,00019.166400,D5_43,0.047
,,00019.171200,D5_41,0.015
,,00019.172960,D5_33,0.042
,,00019.180720,C3_22,0.275
,,00019.182960,C3_22,0.034
,,00019.199200,D2_21,0.069
,,00019.224400,D5_41,0.015
,,00019.234640,A5_13,0.068
,,00019.239040,D2_34,0.097
,,00019.253120,D2_34,0.046
,,00019.254160,C3_43,0.08
,,00019.285200,A5_13,0.068
,,00019.370640,D2_34,0.095
,,00019.372960,A2_44,0.057
,,00019.383600,A5_13,0.069
,,00019.408320,B5_22,0.032
,,00019.494240,D2_21,0.043
,,00019.495680,B6_23,0.046
,,00019.506720,D2_34,0.094
,,00019.520320,B3_44,0.071
,,00019.521920,D2_34,0.05
,,00019.540720,C3_22,0.26
,,00019.543040,C3_22,0.024
,,00019.562960,D2_21,0.046
,,00019.603440,D2_34,0.089
,,00019.623680,D2_34,0.043
,,00019.681440,B2_31,0.06
,,00019.686640,B2_32,0.034
,,00019.689600,B2_31,0.058
,,00019.769520,D2_21,0.072
,,00019.862880,D2_34,0.092
,,00019.882560,A2_44,0.064
,,00019.894720,B6_23,0.049
,,00019.902720,D2_21,0.076
,,00019.995360,D2_34,0.09
,,00020.016400,D2_21,0.074
,,00020.037920,B2_32,0.038
,,00020.115440,D2_21,0.064
,,00020.172160,D2_21,0.066
,,00020.177520,D2_21,0.073
,,00020.220960,D2_21,0.06
,,00020.301120,D2_21,0.053
,,00020.414000,A2_44,0.057
,,00020.571920,B6_23,0.061
,,00020.581440,B2_32,0.039
,,00020.644960,D3_24,0.043
,,00020.707760,D3_24,0.037
,,00020.726080,D3_24,0.039
,,00020.763200,C3_43,0.052
,,00020.788320,B6_23,0.056
,,00020.804320,D3_24,0.044
,,00020.901360,A2_44,0.059
,,00020.910000,B2_31,0.061
,,00020.919120,B2_31,0.059
,,00021.160240,C3_12,0.144
,,00021.161440,C3_24,0.324
,,00021.164240,C3_24,0.024
,,00021.172320,C3_14,0.065
,,00021.174720,C3_24,0.344
,,00021.177280,C3_24,0.039
,,00021.186640,C3_12,0.126
,,00021.191440,C3_22,0.294
,,00021.193760,C3_22,0.027
,,00021.200160,C3_24,0.317
,,00021.202720,C3_24,0.035
,,00021.208240,B6_23,0.054
,,00021.213280,C3_14,0.057
,,00021.223920,C3_14,0.069
,,00021.229200,C3_22,0.268
,,00021.231760,C3_22,0.029
,,00021.231840,C3_12,0.105
,,00021.272480,A2_44,0.059
,,00021.333280,C3_22,0.243
,,00021.335840,C3_22,0.025
,,00021.347200,C3_22,0.173
,,00021.426800,C3_22,0.223
,,00021.429200,C3_22,0.03
,,00021.497360,B6_23,0.06
,,00021.507840,C3_22,0.201
,,00021.510240,C3_22,0.028
,,00021.531520,B6_23,0.051
,,00021.560640,B3_44,0.065
,,00021.593520,B2_32,0.035
,,00021.625760,C3_22,0.201
,,00021.628240,C3_22,0.031
,,00021.676880,B2_32,0.035
,,00021.703040,D3_43,0.033
,,00021.731520,A5_13,0.072
,,00021.745360,A2_44,0.058
,,00021.747040,D1_42,0.044
,,00021.748320,D1_22,0.052
,,00021.750400,D1_42,0.022
,,00021.751280,A5_13,0.076
,,00021.763200,D1_12,0.046
,,00021.778000,D1_42,0.034
,,00021.781920,D1_22,0.038
,,00021.933200,D2_21,0.036
,,00022.076960,D4_23,0.041
,,00022.145120,B2_32,0.035
,,00022.178000,B6_23,0.053
,,00022.188480,B6_23,0.051
,,00022.287200,B2_32,0.033
,,00022.387920,B3_42,0.044
,,00022.393920,B3_44,0.06
,,00022.517600,B2_32,0.031
,,00022.560560,C6_22,0.033
,,00022.584800,B6_23,0.07
,,00022.587280,A2_44,0.059
,,00022.622560,C3_43,0.076
,,00022.727600,B6_23,0.053
,,00022.740640,C3_43,0.072
,,00022.760800,C3_43,0.047
,,00022.773040,D2_21,0.078
,,00022.791840,D2_21,0.099
,,00022.795840,D2_21,0.049
,,00022.811040,D2_21,0.066
,,00022.857440,D2_21,0.073
,,00022.860480,D2_21,0.034
,,00022.872080,C3_43,0.065
,,00022.926880,C3_43,0.056
,,00022.980560,D1_12,0.033
,,00022.987440,D4_23,0.046
,,00023.132320,D3_24,0.044
,,00023.134400,C5_13,0.046
,,00023.139040,B6_23,0.059
,,00023.155440,D3_24,0.04
,,00023.164080,A5_24,0.078
,,00023.190320,A2_44,0.063
,,00023.255360,C3_43,0.289
,,00023.258240,C3_43,0.025
,,00023.260560,C3_43,0.059
,,00023.262960,C3_43,0.126
,,00023.270160,C3_24,0.376
,,00023.272960,C3_24,0.026
,,00023.274960,C3_12,0.055
,,00023.276480,C3_22,0.286
,,00023.276640,C3_24,0.051
,,00023.279200,C3_22,0.029
,,00023.285200,C3_24,0.349
,,00023.287440,C3_12,0.15
,,00023.287840,C3_24,0.043
,,00023.290800,C3_12,0.154
,,00023.294480,C3_24,0.303
,,00023.296000,C3_13,0.039
,,00023.297040,C3_24,0.036
,,00023.300000,C3_13,0.049
,,00023.303280,C3_12,0.124
,,00023.305600,C3_14,0.111
,,00023.310080,C3_24,0.306
,,00023.311760,C3_14,0.075
,,00023.312560,C3_24,0.027
,,00023.315600,C3_24,0.026
,,00023.317040,C3_14,0.062
,,00023.330560,C3_12,0.123
,,00023.331760,C3_24,0.317
,,00023.334320,C3_24,0.026
,,00023.335360,C3_14,0.073
,,00023.338560,C3_14,0.035
,,00023.359440,C3_22,0.252
,,00023.361840,C3_22,0.029
,,00023.536400,C3_22,0.236
,,00023.538720,C3_22,0.026
,,00023.554800,A5_24,0.076
,,00023.644080,A2_44,0.052
,,00023.722640,B3_44,0.066
,,00023.744080,C3_22,0.229
,,00023.746400,C3_22,0.026
,,00023.831520,D1_11,0.027
,,00023.861440,B6_23,0.062
,,00023.891040,D1_42,0.033
,,00023.926400,D6_33,0.032
,,00023.963200,D1_12,0.024
,,00023.973040,B1_14,0.033
,,00023.980240,D1_42,0.03
,,00023.986000,B2_32,0.033
,,00023.988560,B6_23,0.057
,,00023.997600,D1_42,0.035
,,00024.015920,D1_42,0.027
,,00024.017680,B1_14,0.052
,,00024.024960,B2_31,0.048
,,00024.025840,D1_32,0.036
,,00024.034880,D1_33,0.036
,,00024.035280,D1_42,0.032
,,00024.040400,B1_14,0.063
,,00024.045040,D1_42,0.047
,,00024.048160,D1_12,0.03
,,00024.055520,B4_31,0.026
,,00024.055920,B2_31,0.064
,,00024.068080,D1_33,0.034
,,00024.107040,B1_14,0.06
,,00024.115280,D1_42,0.037
,,00024.129440,B2_32,0.033
,,00024.144640,D1_42,0.029
,,00024.148560,D1_42,0.035
,,00024.157360,D1_42,0.039
,,00024.214800,D1_42,0.03
,,00024.244720,D1_42,0.038
,,00024.261680,A1_44,0.062
,,00024.293520,B6_23,0.064
,,00024.312880,B3_44,0.064
,,00024.392240,D1_42,0.05
,,00024.394640,D1_22,0.035
,,00024.395440,D1_42,0.033
,,00024.447360,D1_42,0.038
,,00024.453040,D1_42,0.033
,,00024.460400,A5_13,0.071
,,00024.469120,A5_13,0.066
,,00024.481600,D1_42,0.033
,,00024.515280,A5_43,0.032
,,00024.519680,D1_33,0.032
,,00024.519920,D1_42,0.032
,,00024.540640,D1_22,0.041
,,00024.547200,A5_13,0.065
,,00024.558320,D1_42,0.033
,,00024.559600,D1_41,0.013
,,00024.573040,A2_44,0.062
,,00024.577680,D1_42,0.04
,,00024.653600,B6_23,0.061
,,00024.767200,C2_41,0.019
,,00024.800720,C2_41,0.019
,,00024.812080,C2_23,0.042
,,00024.814000,C2_41,0.026
,,00024.818000,D1_22,0.038
,,00024.828240,C2_31,0.043
,,00024.828640,C2_41,0.017
,,00024.831920,C2_21,0.038
,,00024.832080,C2_23,0.033
,,00024.833920,C2_41,0.012
,,00024.837600,C2_41,0.019
,,00024.838080,C2_21,0.038
,,00024.841600,C2_41,0.012
,,00024.844000,C2_22,0.026
,,00024.845280,C2_31,0.024
,,00024.848560,C2_41,0.017
,,00024.853200,C2_43,0.03
,,00024.857520,C2_21,0.033
,,00024.865600,D1_42,0.032
,,00024.874160,C2_22,0.035
,,00024.882400,C2_41,0.022
,,00024.885440,C2_33,0.032
,,00024.898800,B2_32,0.037
,,00024.929760,D1_42,0.033
,,00024.936960,C2_41,0.015
,,00024.952880,C2_31,0.04
,,00024.959920,C2_41,0.017
,,00024.964000,C2_41,0.015
,,00024.990000,C2_33,0.039
,,00024.990800,C2_31,0.03
,,00024.996080,C2_41,0.024
,,00025.000720,C2_41,0.024
,,00025.007280,C2_41,0.014
,,00025.013600,C2_41,0.012
,,00025.020560,C2_41,0.018
,,00025.021200,B2_32,0.031
,,00025.031680,C2_41,0.021
,,00025.037680,C2_41,0.017
,,00025.045200,C2_41,0.015
,,00025.070320,D2_21,0.072
,,00025.071760,C2_43,0.037
,,00025.079360,C2_41,0.018
,,00025.084000,D2_21,0.038
,,00025.086480,D2_21,0.073
,,00025.088880,C2_41,0.011
,,00025.099200,D2_21,0.11
,,00025.114800,C2_41,0.018
,,00025.130000,A2_44,0.06
,,00025.130640,D2_21,0.08
,,00025.134400,D2_21,0.061
,,00025.151680,C2_43,0.037
,,00025.174000,C2_41,0.019
,,00025.207760,C2_41,0.017
,,00025.217280,D2_21,0.076
,,00025.221920,A5_13,0.075
,,00025.233120,A5_43,0.034
,,00025.247840,A5_13,0.074
,,00025.272560,C2_23,0.035
,,00025.315760,B2_32,0.037
,,00025.326800,D1_42,0.038
,,00025.384800,B6_23,0.063
,,00025.394880,B6_23,0.036
,,00025.414800,A5_13,0.068
,,00025.423440,B5_12,0.057
,,00025.423920,B5_11,0.03
,,00025.436960,B5_42,0.057
,,00025.443120,B3_44,0.066
,,00025.450480,B5_22,0.061
,,00025.459040,B5_22,0.041
,,00025.459120,B5_21,0.035
,,00025.461440,B5_13,0.052
,,00025.464400,B5_12,0.077
,,00025.467680,B5_12,0.025
,,00025.471200,B5_14,0.041
,,00025.485920,B5_12,0.051
,,00025.489280,B5_22,0.056
,,00025.496320,B5_44,0.131
,,00025.500000,B5_44,0.154
,,00025.500480,B5_12,0.083
,,00025.500960,B5_22,0.06
,,00025.503040,B5_44,0.215
,,00025.505280,B5_42,0.028
,,00025.516320,B5_12,0.05
,,00025.516640,B5_22,0.042
,,00025.519760,B5_12,0.034
,,00025.520160,B5_22,0.061
,,00025.526160,B5_44,0.037
,,00025.528560,B5_12,0.047
,,00025.531520,B5_22,0.06
,,00025.531760,B5_44,0.109
,,00025.531920,B5_23,0.031
,,00025.536160,B5_12,0.068
,,00025.539920,B5_12,0.033
,,00025.542320,B5_12,0.098
,,00025.543440,B5_22,0.055
,,00025.545040,B5_12,0.019
,,00025.545120,B5_42,0.04
,,00025.545840,B5_21,0.028
,,00025.545920,B5_44,0.165
,,00025.546880,B5_13,0.052
,,00025.548960,B5_44,0.141
,,00025.550640,B5_12,0.059
,,00025.551600,B5_22,0.069
,,00025.551920,B5_23,0.129
,,00025.552160,B5_44,0.096
,,00025.554640,B5_44,0.151
,,00025.557280,B5_44,0.164
,,00025.558800,B5_12,0.062
,,00025.568240,B5_12,0.07
,,00025.568480,B5_13,0.049
,,00025.572080,B5_11,0.076
,,00025.576880,B5_22,0.052
,,00025.595360,B5_12,0.059
,,00025.632880,A2_44,0.059
,,00025.663200,B6_23,0.053
,,00026.045440,B6_23,0.057
,,00026.060160,C2_41,0.016
,,00026.081200,C2_41,0.015
,,00026.100560,C3_22,0.273
,,00026.103200,C3_22,0.038
,,00026.121040,C2_43,0.039
,,00026.128720,C2_41,0.017
,,00026.130960,C2_41,0.018
,,00026.147280,C2_21,0.032
,,00026.150720,C2_41,0.018
,,00026.199440,C2_41,0.023
,,00026.206400,C2_41,0.018
,,00026.210800,C2_43,0.029
,,00026.285840,C2_41,0.014
,,00026.374240,B3_44,0.059
,,00026.458320,B3_22,0.166
,,00026.468960,B3_22,0.13
,,00026.471040,C4_23,0.033
,,00026.484560,A1_31,0.03
,,00026.547040,C2_43,0.031
,,00026.568720,B2_32,0.036
,,00026.628880,D1_42,0.041
,,00026.722800,A2_44,0.058
,,00026.724720,B6_23,0.059
,,00026.729680,B3_22,0.155
,,00026.736720,C4_42,0.04
,,00026.765760,C4_41,0.016
,,00026.782080,C4_41,0.019
,,00026.787840,C4_41,0.014
,,00026.825680,C4_42,0.035
,,00026.828320,C4_34,0.038
,,00026.841440,C4_41,0.021
,,00026.854800,C4_42,0.041
,,00026.870800,C4_42,0.036
,,00026.885040,C4_42,0.044
,,00026.895520,B3_22,0.153
,,00026.898800,C4_42,0.041
,,00026.909680,C4_21,0.03
,,00026.975360,C4_41,0.015
,,00027.006640,C4_42,0.046
,,00027.030320,B6_23,0.055
,,00027.074480,B6_41,0.023
,,00027.179200,D1_42,0.035
,,00027.180000,D1_22,0.047
,,00027.203360,D1_22,0.041
,,00027.210960,D1_22,0.068
,,00027.219520,D1_22,0.063
,,00027.221520,D1_21,0.042
,,00027.222000,D1_41,0.013
,,00027.222880,B6_21,0.044
,,00027.226240,D1_22,0.054
,,00027.228800,D1_22,0.024
,,00027.236960,D1_21,0.044
,,00027.238800,D1_22,0.047
,,00027.249200,D1_22,0.044
,,00027.267040,D1_22,0.057
,,00027.267760,B6_41,0.015
,,00027.284400,D1_22,0.048
,,00027.288960,C4_42,0.036
,,00027.295920,D1_22,0.06
,,00027.303200,B6_41,0.011
,,00027.330560,D1_22,0.054
,,00027.331120,D1_12,0.042
,,00027.338800,A5_13,0.066
,,00027.341680,A5_43,0.029
,,00027.349200,D1_22,0.047
,,00027.349520,A5_13,0.059
,,00027.366000,D1_22,0.033
,,00027.369120,A5_43,0.032
,,00027.394800,A5_24,0.079
,,00027.409200,B6_23,0.058
,,00027.436880,A4_23,0.048
,,00027.437120,A4_33,0.07
,,00027.447040,A5_13,0.064
,,00027.447920,A4_14,0.048
,,00027.455440,A4_33,0.07
,,00027.460640,A5_13,0.059
,,00027.474080,A4_33,0.046
,,00027.479520,A5_11,0.028
,,00027.495040,B3_44,0.055
,,00027.495520,B6_23,0.049
,,00027.500560,A2_44,0.032
,,00027.509760,A2_44,0.034
,,00027.523600,A4_41,0.013
,,00027.530240,A4_14,0.05
,,00027.532800,A4_23,0.038
,,00027.533760,A2_44,0.076
,,00027.542560,A2_44,0.075
,,00027.546240,A4_33,0.129
,,00027.546400,A2_44,0.045
,,00027.549440,A2_44,0.038
,,00027.556880,A2_44,0.042
,,00027.568640,A2_44,0.062
,,00027.569280,A4_23,0.06
,,00027.583600,A4_33,0.033
,,00027.589360,A2_44,0.038
,,00027.595200,A4_33,0.129
,,00027.609200,A2_44,0.071
,,00027.610960,A5_13,0.054
,,00027.622960,A2_44,0.045
,,00027.625600,A2_44,0.081
,,00027.639040,A2_44,0.064
,,00027.641520,A2_44,0.047
,,00027.648240,A2_44,0.059
,,00027.648560,A4_33,0.103
,,00027.653120,A2_44,0.046
,,00027.656480,A2_44,0.048
,,00027.666320,A2_44,0.062
,,00027.670080,A2_44,0.031
,,00027.671440,A2_42,0.032
,,00027.673360,A2_44,0.057
,,00027.679600,A2_44,0.058
,,00027.683440,A4_33,0.113
,,00027.688320,A2_44,0.074
,,00027.691120,A2_44,0.045
,,00027.700960,A2_42,0.038
,,00027.704960,A2_44,0.034
,,00027.709440,A2_44,0.051
,,00027.711680,A2_44,0.043
,,00027.744960,A2_44,0.046
,,00027.791440,A4_33,0.114
,,00027.794240,A4_33,0.039
,,00027.802640,C6_22,0.032
,,00027.838560,A2_44,0.045
,,00027.875680,A1_43,0.062
,,00027.896560,C3_22,0.276
,,00027.898960,C3_22,0.026
,,00027.929440,A4_33,0.04
,,00027.945520,D2_34,0.069
,,00027.948960,D2_21,0.074
,,00027.982080,D2_21,0.098
,,00027.985120,D2_21,0.038
,,00028.014320,A5_13,0.064
,,00028.028000,A1_43,0.053
,,00028.064960,A4_33,0.042
,,00028.065520,A5_13,0.06
,,00028.129280,B6_23,0.051
,,00028.138320,A5_13,0.06
,,00028.141040,B6_23,0.049
,,00028.161440,A4_33,0.038
,,00028.194080,A5_13,0.065
,,00028.214160,A4_33,0.082
,,00028.216400,A4_33,0.038
,,00028.240400,B3_44,0.069
,,00028.265680,A4_33,0.099
,,00028.284640,A5_13,0.055
,,00028.297920,A5_13,0.038
,,00028.319920,A5_13,0.054
,,00028.341360,D1_22,0.043
,,00028.346240,A4_33,0.054
,,00028.348720,A4_33,0.106
,,00028.368880,C3_22,0.276
,,00028.372320,C3_22,0.033
,,00028.433360,A2_44,0.052
,,00028.457360,D3_42,0.031
,,00028.508000,A4_33,0.094
,,00028.608480,C6_22,0.028
,,00028.614400,B6_23,0.058
,,00028.649200,D3_41,0.013
,,00028.782560,A1_43,0.052
,,00028.807280,A4_33,0.099
,,00028.820160,A2_44,0.063
,,00028.850640,A4_23,0.041
,,00028.972800,C3_12,0.047
,,00028.985840,C3_24,0.352
,,00028.986320,C3_12,0.042
,,00028.988320,C3_24,0.025
,,00028.988800,B6_23,0.058
,,00028.994640,C3_13,0.053
,,00028.995280,C3_24,0.056
,,00029.004720,C3_24,0.324
,,00029.007360,C3_24,0.028
,,00029.011200,C3_24,0.029
,,00029.020800,C3_24,0.262
,,00029.023520,C3_24,0.036
,,00029.088960,A2_44,0.057
,,00029.097840,C3_24,0.337
,,00029.100320,C3_24,0.046
,,00029.130560,A4_23,0.049
,,00029.138960,B2_32,0.038
,,00029.207200,A4_41,0.024
,,00029.215280,A4_41,0.016
,,00029.252720,A4_41,0.021
,,00029.256000,A4_41,0.018
,,00029.284640,A4_41,0.018
,,00029.288160,A4_41,0.03
,,00029.291760,A2_44,0.055
,,00029.316480,A4_41,0.018
,,00029.348240,A4_41,0.02
,,00029.362240,B6_23,0.053
,,00029.386240,A4_41,0.017
,,00029.432000,B6_23,0.056
,,00029.444880,C3_22,0.28
,,00029.447200,C3_22,0.026
,,00029.456240,A4_41,0.019
,,00029.460800,B2_32,0.035
,,00029.497920,A4_41,0.023
,,00029.617680,B2_32,0.036
,,00029.619520,B2_31,0.058
,,00029.624320,A2_44,0.057
,,00029.627840,B2_31,0.059
,,00029.653120,B2_31,0.055
,,00029.659520,B2_31,0.043
,,00029.683760,B2_32,0.032
,,00029.704720,B2_32,0.036
,,00029.788880,C3_13,0.049
,,00029.821520,C3_13,0.044
,,00029.833440,B6_41,0.012
,,00029.965600,C3_13,0.048
,,00029.986240,A2_44,0.055
,,00030.047680,B6_23,0.062
,,00030.075280,A4_23,0.044
,,00030.088880,A4_23,0.043
,,00030.144800,D1_22,0.045
,,00030.190640,B3_22,0.162
,,00030.201600,B3_22,0.135
,,00030.242960,C3_13,0.041
,,00030.306000,A2_44,0.069
,,00030.329120,B2_32,0.043
,,00030.351600,A4_33,0.115
,,00030.378240,B6_23,0.061
,,00030.393360,A1_43,0.052
,,00030.517600,A4_33,0.117
,,00030.604240,A4_23,0.044
,,00030.676000,A2_44,0.061
,,00030.709840,B2_32,0.03
,,00030.737920,A4_33,0.106
,,00030.906400,A1_43,0.061
,,00030.930800,A6_14,0.042
,,00030.931120,B2_32,0.044
,,00030.949200,B6_23,0.061
,,00031.006480,A2_44,0.052
,,00031.010480,B3_44,0.068
,,00031.027440,A2_44,0.049
,,00031.034080,A2_44,0.072
,,00031.035280,A4_33,0.103
,,00031.037360,A2_44,0.019
,,00031.042320,A2_44,0.038
,,00031.047120,A2_22,0.029
,,00031.047440,A2_44,0.07
,,00031.059920,A2_44,0.039
,,00031.063440,A2_44,0.028
,,00031.072720,B3_22,0.165
,,00031.077360,A2_44,0.059
,,00031.080960,A2_44,0.041
,,00031.091360,A2_44,0.05
,,00031.109520,A2_44,0.054
,,00031.116240,A2_44,0.068
,,00031.132960,A2_44,0.03
,,00031.146080,A2_44,0.052
,,00031.148640,A2_44,0.05
,,00031.179360,C3_22,0.28
,,00031.181840,C3_22,0.032
,,00031.197040,A4_23,0.046
,,00031.199120,A2_44,0.043
,,00031.240400,A4_41,0.016
,,00031.246080,A4_23,0.045
,,00031.252000,A4_33,0.1
,,00031.252080,A4_41,0.023
,,00031.254720,A4_41,0.023
,,00031.254800,A4_33,0.042
,,00031.270400,A4_33,0.06
,,00031.274320,A4_41,0.021
,,00031.283760,A4_33,0.043
,,00031.286320,A4_33,0.078
,,00031.286640,A4_41,0.02
,,00031.301600,A4_41,0.024
,,00031.303360,A4_33,0.06
,,00031.331200,A4_33,0.043
,,00031.336080,A1_44,0.054
,,00031.337440,A1_43,0.156
,,00031.380000,A4_33,0.05
,,00031.396240,A4_33,0.042
,,00031.412560,A4_33,0.043
,,00031.435600,A4_33,0.048
,,00031.458720,C3_22,0.26
,,00031.471280,A4_33,0.044
,,00031.491360,B3_22,0.154
,,00031.495920,A4_33,0.036
,,00031.542800,B6_23,0.054
,,00031.585840,C3_22,0.251
,,00031.588160,C3_22,0.032
,,00031.600640,A4_33,0.047
,,00031.630880,A4_33,0.046
,,00031.642720,B3_22,0.132
,,00031.644000,B3_44,0.068
,,00031.646080,B3_22,0.152
,,00031.651200,B3_22,0.102
,,00031.654480,B3_22,0.02
,,00031.655120,B3_42,0.06
,,00031.664720,B3_32,0.043
,,00031.736080,B3_32,0.044
,,00031.737520,D3_43,0.032
,,00031.783520,B2_32,0.035
,,00031.800000,B3_22,0.158
,,00031.809280,B3_42,0.075
,,00031.822800,B3_22,0.127
,,00031.825040,B3_22,0.052
,,00031.832240,B3_22,0.027
,,00031.835760,B3_22,0.056
,,00031.836560,B3_32,0.057
,,00031.867680,C3_22,0.245
,,00031.870000,C3_22,0.027
,,00031.883120,A2_44,0.045
,,00031.919920,D1_22,0.035
,,00031.924480,A5_24,0.083
,,00032.002480,A6_23,0.046
,,00032.009600,A6_32,0.027
,,00032.017360,A6_24,0.037
,,00032.021600,A6_22,0.032
,,00032.023840,A6_23,0.034
,,00032.024560,A6_24,0.05
,,00032.027840,A6_22,0.046
,,00032.034880,A6_24,0.039
,,00032.037600,A6_24,0.036
,,00032.041200,A6_23,0.036
,,00032.053360,A6_23,0.045
,,00032.056480,A6_24,0.045
,,00032.059360,B6_23,0.06
,,00032.061840,A6_23,0.043
,,00032.065760,A6_23,0.043
,,00032.075520,A6_24,0.055
,,00032.080320,A6_23,0.022
,,00032.083120,A6_24,0.039
,,00032.086800,A6_14,0.044
,,00032.135520,B6_23,0.054
,,00032.140560,A6_24,0.058
,,00032.156960,A6_23,0.037
,,00032.158240,A6_24,0.048
,,00032.170960,A4_33,0.069
,,00032.224160,A6_24,0.036
,,00032.258000,A6_23,0.042
,,00032.266080,A6_24,0.04
,,00032.393840,A2_44,0.066
,,00032.439440,A6_24,0.045
,,00032.465360,A6_23,0.042
,,00032.540240,B6_23,0.037
,,00032.552800,D1_12,0.028
,,00032.558000,B6_23,0.051
,,00032.585360,A5_24,0.075
,,00032.600800,B2_31,0.052
,,00032.612160,A2_44,0.07
,,00032.615040,B2_31,0.055
,,00032.639440,B2_31,0.053
,,00032.711760,B2_32,0.039
,,00032.716320,A1_43,0.064
