Investigator,Or,Time (s),Electrode,Amplitude (mV)
,,00630.099520,B1_13,0.032
,,00630.119520,B1_23,0.038
,,00630.134000,B1_23,0.078
,,00630.210080,A3_31,0.054
,,00630.215120,C1_31,0.033
,,00630.215280,A1_23,0.033
,,00630.241920,A3_24,0.068
,,00630.261440,B2_21,0.036
,,00630.273200,A3_24,0.06
,,00630.287600,A3_31,0.028
,,00630.287760,B1_13,0.035
,,00630.300880,C1_22,0.106
,,00630.307920,A1_12,0.025
,,00630.319440,B5_31,0.101
,,00630.322080,B5_31,0.018
,,00630.341440,C1_31,0.03
,,00630.346320,B2_21,0.041
,,00630.356080,B2_24,0.03
,,00630.365680,B1_23,0.065
,,00630.374320,B1_23,0.076
,,00630.385760,B1_23,0.024
,,00630.390720,A1_24,0.03
,,00630.401280,B1_23,0.045
,,00630.401760,A1_24,0.026
,,00630.459120,B5_24,0.073
,,00630.489840,B2_21,0.032
,,00630.494160,C1_31,0.031
,,00630.537360,C1_11,0.03
,,00630.554720,A3_24,0.053
,,00630.556480,C1_11,0.021
,,00630.575280,B1_23,0.045
,,00630.576560,B5_42,0.04
,,00630.583520,A1_13,0.057
,,00630.600800,B2_21,0.05
,,00630.603520,A1_23,0.094
,,00630.607200,C1_31,0.031
,,00630.620640,A1_23,0.069
,,00630.653280,B5_24,0.079
,,00630.659360,A3_24,0.037
,,00630.669280,A3_42,0.022
,,00630.670160,A3_24,0.053
,,00630.671520,A3_33,0.023
,,00630.673040,A3_24,0.032
,,00630.676240,A3_24,0.035
,,00630.677040,B2_31,0.027
,,00630.677600,A3_31,0.056
,,00630.679680,B2_31,0.038
,,00630.692080,A3_24,0.032
,,00630.698480,A3_31,0.026
,,00630.705520,B1_23,0.076
,,00630.706400,A3_31,0.023
,,00630.708800,B1_23,0.02
,,00630.715440,A3_24,0.04
,,00630.715520,B2_21,0.032
,,00630.715680,A3_42,0.047
,,00630.720320,A3_24,0.052
,,00630.724160,C1_31,0.027
,,00630.730800,A3_24,0.042
,,00630.733200,A3_24,0.041
,,00630.733840,A3_31,0.026
,,00630.738320,A3_42,0.042
,,00630.740400,A3_31,0.039
,,00630.742960,A3_24,0.033
,,00630.744240,A3_31,0.071
,,00630.745920,A3_24,0.055
,,00630.746880,A3_42,0.047
,,00630.746960,A3_31,0.024
,,00630.759760,A3_42,0.043
,,00630.762560,A3_41,0.018
,,00630.762960,A3_31,0.037
,,00630.763680,A3_42,0.023
,,00630.767280,A3_42,0.021
,,00630.769280,A3_31,0.034
,,00630.769440,A3_24,0.032
,,00630.770160,A3_41,0.021
,,00630.772640,A1_24,0.029
,,00630.774640,A3_24,0.04
,,00630.775920,A3_41,0.017
,,00630.778400,A3_24,0.025
,,00630.785600,A3_31,0.028
,,00630.792640,A3_21,0.041
,,00630.796000,B1_23,0.044
,,00630.818480,B5_42,0.18
,,00630.821760,B1_23,0.063
,,00630.821840,B5_42,0.022
,,00630.851920,A1_12,0.018
,,00630.852160,C1_31,0.033
,,00630.890480,B5_24,0.076
,,00630.905680,B5_24,0.054
,,00630.931760,B5_42,0.032
,,00630.934320,C1_31,0.032
,,00630.936800,A3_24,0.06
,,00630.964240,B4_23,0.034
,,00630.988400,C2_32,0.03
,,00631.004800,B1_23,0.046
,,00631.025920,B2_21,0.033
,,00631.044880,C2_13,0.026
,,00631.046720,C2_34,0.055
,,00631.050400,B1_13,0.194
,,00631.052640,B1_13,0.024
,,00631.061280,C1_31,0.027
,,00631.062960,B1_23,0.063
,,00631.072320,C2_43,0.017
,,00631.080400,C2_32,0.031
,,00631.089600,B2_31,0.051
,,00631.096800,B2_31,0.034
,,00631.117040,C2_32,0.03
,,00631.118240,B2_21,0.026
,,00631.120160,C2_32,0.039
,,00631.120960,B2_12,0.051
,,00631.120960,B2_21,0.038
,,00631.121760,B2_31,0.037
,,00631.123600,B2_21,0.025
,,00631.124480,B2_12,0.082
,,00631.124640,B2_31,0.125
,,00631.125040,B2_24,0.056
,,00631.125760,B2_33,0.021
,,00631.127680,B2_31,0.065
,,00631.127920,B2_24,0.04
,,00631.128560,B1_23,0.077
,,00631.129920,B2_21,0.024
,,00631.129920,B2_31,0.038
,,00631.132880,B2_31,0.049
,,00631.133360,B2_21,0.034
,,00631.143200,B2_21,0.027
,,00631.145920,A3_24,0.061
,,00631.147360,B2_31,0.044
,,00631.150480,B2_31,0.133
,,00631.152720,B2_24,0.033
,,00631.178080,B2_24,0.091
,,00631.184720,C1_31,0.027
,,00631.191760,A1_23,0.099
,,00631.218480,B1_23,0.045
,,00631.223120,A3_31,0.059
,,00631.227040,A1_13,0.061
,,00631.254240,B1_23,0.03
,,00631.292640,B4_23,0.029
,,00631.294720,A1_24,0.03
,,00631.298480,B5_24,0.079
,,00631.309760,B5_24,0.061
,,00631.310800,B4_23,0.032
,,00631.324080,A1_13,0.046
,,00631.351120,C1_31,0.033
,,00631.353680,B5_31,0.101
,,00631.357440,A3_42,0.021
,,00631.400240,B1_23,0.057
,,00631.433280,A1_12,0.026
,,00631.453680,C1_11,0.025
,,00631.480160,A3_24,0.063
,,00631.482000,C1_31,0.032
,,00631.496960,B1_23,0.081
,,00631.517200,A3_24,0.042
,,00631.521520,B2_21,0.042
,,00631.585600,A3_31,0.054
,,00631.600960,A1_12,0.02
,,00631.608560,A1_23,0.085
,,00631.624080,C1_31,0.032
,,00631.625360,B1_23,0.042
,,00631.653360,C1_11,0.019
,,00631.689120,B5_24,0.081
,,00631.695520,B1_23,0.073
,,00631.718720,B5_24,0.066
,,00631.728080,B5_24,0.046
,,00631.736720,C1_31,0.034
,,00631.743920,A3_24,0.062
,,00631.782800,A1_12,0.021
,,00631.790960,A1_24,0.03
,,00631.818880,A3_31,0.056
,,00631.860720,B1_23,0.065
,,00631.866400,C1_31,0.031
,,00631.868000,A3_24,0.053
,,00631.869600,B4_23,0.024
,,00631.872400,B5_42,0.178
,,00631.876000,B5_42,0.023
,,00631.876240,B1_23,0.08
,,00631.880080,B1_23,0.051
,,00631.942480,B2_21,0.023
,,00631.943360,C1_31,0.027
,,00631.959280,C1_22,0.115
,,00632.031200,A1_23,0.062
,,00632.038160,A3_31,0.054
,,00632.043360,B5_24,0.07
,,00632.047440,A3_24,0.048
,,00632.049360,A3_42,0.054
,,00632.050720,A3_24,0.037
,,00632.051680,A3_42,0.03
,,00632.054960,A3_24,0.039
,,00632.056800,A3_42,0.021
,,00632.060000,B5_24,0.058
,,00632.062960,A3_41,0.02
,,00632.065520,A3_41,0.026
,,00632.070000,A3_42,0.023
,,00632.079520,A3_42,0.027
,,00632.080000,A3_24,0.044
,,00632.093840,B1_23,0.021
,,00632.096800,B5_42,0.032
,,00632.109920,A2_24,0.018
,,00632.119200,B1_23,0.073
,,00632.122560,A3_31,0.079
,,00632.140560,C1_31,0.026
,,00632.155200,B4_31,0.056
,,00632.170880,B2_31,0.026
,,00632.190560,B2_31,0.052
,,00632.197920,B2_31,0.034
,,00632.199760,B1_23,0.061
,,00632.224080,B2_21,0.036
,,00632.243920,B2_31,0.041
,,00632.248640,B5_42,0.237
,,00632.249040,B1_23,0.044
,,00632.251360,B5_33,0.023
,,00632.252080,B5_42,0.02
,,00632.264880,B2_31,0.042
,,00632.265360,B1_23,0.08
,,00632.276560,C1_31,0.03
,,00632.291520,A3_31,0.026
,,00632.306160,B5_31,0.107
,,00632.339600,A3_31,0.056
,,00632.339600,B1_23,0.054
,,00632.348000,A3_24,0.065
,,00632.350880,A3_24,0.021
,,00632.410080,C1_31,0.033
,,00632.427680,B1_23,0.065
,,00632.430480,B1_23,0.022
,,00632.437280,A3_24,0.05
,,00632.445760,A1_23,0.029
,,00632.447600,B1_23,0.048
,,00632.458080,B5_24,0.078
,,00632.464160,A1_24,0.029
,,00632.477200,A3_24,0.048
,,00632.501200,B2_21,0.034
,,00632.505760,C1_31,0.03
,,00632.524000,B4_23,0.025
,,00632.549760,A3_31,0.05
,,00632.590480,B5_42,0.028
,,00632.608720,B1_23,0.079
,,00632.630880,C1_31,0.03
,,00632.634080,B1_23,0.047
,,00632.666560,B5_42,0.228
,,00632.669760,B5_42,0.02
,,00632.709680,A3_31,0.058
,,00632.726720,B1_23,0.065
,,00632.734560,B1_23,0.053
,,00632.737280,B2_21,0.025
,,00632.738400,C1_31,0.029
,,00632.798320,A3_24,0.061
,,00632.807360,A4_32,0.045
,,00632.809040,B2_24,0.034
,,00632.809520,B5_42,0.028
,,00632.817200,B5_24,0.076
,,00632.836320,A1_24,0.03
,,00632.848640,C1_31,0.03
,,00632.856560,B1_23,0.079
,,00632.861440,B2_12,0.241
,,00632.864160,B2_12,0.033
,,00632.873200,B2_24,0.086
,,00632.902400,B2_21,0.047
,,00632.902880,B2_24,0.034
,,00632.912480,B1_23,0.048
,,00632.936720,A1_23,0.088
,,00632.969120,A3_31,0.044
,,00632.969200,B1_23,0.059
,,00632.997760,C1_31,0.029
,,00633.002320,B1_23,0.03
,,00633.020320,B1_23,0.073
,,00633.022720,B5_24,0.073
,,00633.036400,B1_13,0.031
,,00633.056160,A3_24,0.062
,,00633.060480,B2_31,0.055
,,00633.069200,B2_31,0.037
,,00633.075440,B2_21,0.039
,,00633.083280,A3_24,0.082
,,00633.087120,A3_24,0.041
,,00633.091440,B2_31,0.034
,,00633.112080,C1_31,0.036
,,00633.127280,B1_13,0.036
,,00633.190720,B2_12,0.029
,,00633.202720,B5_31,0.108
,,00633.205440,B5_31,0.016
,,00633.213600,A1_12,0.022
,,00633.215360,B1_23,0.049
,,00633.224560,B1_23,0.028
,,00633.235920,A3_31,0.047
,,00633.236880,B1_23,0.072
,,00633.239120,B1_23,0.059
,,00633.251920,C1_31,0.02
,,00633.296320,A1_24,0.031
,,00633.308880,C1_22,0.112
,,00633.325760,B2_21,0.035
,,00633.338800,A3_24,0.056
,,00633.356320,A1_12,0.031
,,00633.379760,C1_31,0.031
,,00633.459280,B5_24,0.031
,,00633.462720,A1_23,0.031
,,00633.467200,B1_23,0.058
,,00633.479200,B5_24,0.078
,,00633.495440,C1_31,0.035
,,00633.559920,B4_23,0.025
,,00633.609360,B2_21,0.023
,,00633.619840,B5_42,0.029
,,00633.639440,A3_31,0.051
,,00633.652640,B5_21,0.021
,,00633.663680,A3_24,0.034
,,00633.666480,A3_24,0.031
,,00633.667120,B1_23,0.034
,,00633.667280,C1_31,0.028
,,00633.672320,A3_24,0.051
,,00633.677600,A3_24,0.072
,,00633.678400,A3_42,0.027
,,00633.680240,A3_24,0.025
,,00633.680880,A3_42,0.024
,,00633.686240,A3_24,0.057
,,00633.688800,A3_42,0.043
,,00633.689840,A3_31,0.05
,,00633.691680,A3_42,0.039
,,00633.692000,A3_24,0.054
,,00633.692080,A3_31,0.051
,,00633.698320,A3_31,0.018
,,00633.698960,A3_24,0.025
,,00633.699440,A3_41,0.02
,,00633.700880,A3_42,0.061
,,00633.702320,A3_31,0.045
,,00633.705120,A3_31,0.026
,,00633.708480,A3_31,0.033
,,00633.715360,A3_24,0.058
,,00633.716160,A3_41,0.023
,,00633.716240,A3_42,0.026
,,00633.720640,A3_31,0.029
,,00633.724560,C1_11,0.02
,,00633.724800,B5_42,0.026
,,00633.734400,A3_14,0.031
,,00633.735200,A3_24,0.033
,,00633.741440,A1_23,0.036
,,00633.745760,A1_23,0.075
,,00633.750880,A3_24,0.027
,,00633.752880,A3_31,0.034
,,00633.755360,B5_42,0.075
,,00633.756880,B1_23,0.046
,,00633.765040,A3_21,0.036
,,00633.775840,A1_23,0.064
,,00633.776640,C1_31,0.027
,,00633.789840,B5_31,0.029
,,00633.808880,B1_23,0.062
,,00633.845600,B1_23,0.019
,,00633.847760,B2_31,0.048
,,00633.855520,B1_23,0.086
,,00633.857920,B1_23,0.042
,,00633.866480,B2_31,0.034
,,00633.885520,B2_31,0.037
,,00633.904480,A1_24,0.026
,,00633.918640,A1_24,0.019
,,00633.931120,A3_24,0.055
,,00633.943600,C1_31,0.038
,,00633.947200,B2_21,0.035
,,00634.000080,B5_24,0.077
,,00634.013680,B2_21,0.033
,,00634.021040,A1_24,0.027
,,00634.064560,C1_31,0.031
,,00634.073520,A3_31,0.048
,,00634.106400,C1_31,0.028
,,00634.129840,B1_23,0.078
,,00634.138880,C1_43,0.038
,,00634.217040,B2_24,0.034
,,00634.224320,C1_31,0.032
,,00634.227760,B2_21,0.035
,,00634.244000,A1_24,0.031
,,00634.254960,B1_23,0.057
,,00634.261920,B1_23,0.059
,,00634.289680,A1_23,0.073
,,00634.294320,A1_23,0.078
,,00634.308880,B1_23,0.045
,,00634.338000,A1_23,0.061
,,00634.340800,B5_24,0.078
,,00634.357360,C1_22,0.113
,,00634.370960,A3_24,0.066
,,00634.372880,C1_31,0.03
,,00634.399440,C2_22,0.122
,,00634.412400,B5_42,0.033
,,00634.443280,C2_32,0.021
,,00634.457920,C2_22,0.127
,,00634.480480,C2_22,0.131
,,00634.483680,C2_22,0.033
,,00634.504640,B4_23,0.025
,,00634.513760,C2_22,0.128
,,00634.529120,B2_21,0.036
,,00634.530320,C1_31,0.028
,,00634.538880,A3_31,0.052
,,00634.554640,C2_22,0.387
,,00634.557360,C2_22,0.028
,,00634.560000,C2_22,0.112
,,00634.567440,C2_13,0.024
,,00634.569200,B5_31,0.098
,,00634.580480,A3_24,0.061
,,00634.601040,B5_24,0.077
,,00634.606400,A3_24,0.043
,,00634.612880,B1_23,0.073
,,00634.616080,B1_23,0.016
,,00634.633200,A1_12,0.027
,,00634.636560,B1_23,0.066
,,00634.639840,A1_24,0.045
,,00634.642720,A3_42,0.029
,,00634.685280,C1_31,0.03
,,00634.685840,A2_24,0.019
,,00634.708320,B2_31,0.05
,,00634.713360,B2_21,0.035
,,00634.718560,B2_31,0.039
,,00634.727680,A4_33,0.042
,,00634.727920,B1_23,0.043
,,00634.734560,B1_23,0.048
,,00634.746080,B2_31,0.038
,,00634.785360,A3_24,0.059
,,00634.787760,A3_31,0.024
,,00634.825440,A3_31,0.062
,,00634.829200,B2_41,0.021
,,00634.837040,C1_31,0.028
,,00634.864560,C2_22,0.126
,,00634.867280,C2_22,0.028
,,00634.878080,A3_24,0.046
,,00634.892480,A3_42,0.027
,,00634.893600,A3_41,0.043
,,00634.898560,A3_41,0.029
,,00634.901520,A3_31,0.046
,,00634.902080,B5_24,0.073
,,00634.902400,A3_42,0.048
,,00634.902720,A3_41,0.04
,,00634.903280,A3_24,0.05
,,00634.905040,A3_42,0.023
,,00634.905520,A3_41,0.034
,,00634.907120,A3_31,0.031
,,00634.907520,A3_42,0.032
,,00634.907920,A3_24,0.059
,,00634.910320,A3_42,0.037
,,00634.910560,A3_41,0.02
,,00634.911280,A3_24,0.067
,,00634.911760,B5_24,0.06
,,00634.914400,A3_24,0.056
,,00634.929120,A3_24,0.03
,,00634.929200,A3_42,0.029
,,00634.932320,C2_22,0.112
,,00634.948640,B1_23,0.047
,,00634.949440,A3_21,0.036
,,00634.953200,A3_42,0.025
,,00634.982560,B1_23,0.079
,,00634.985440,B1_23,0.017
,,00634.989840,B5_42,0.029
,,00634.998400,C1_31,0.029
,,00635.012560,A1_23,0.087
,,00635.022640,B2_21,0.033
,,00635.072320,B5_31,0.103
,,00635.074800,B5_31,0.016
,,00635.083360,C1_31,0.028
,,00635.088640,B1_23,0.053
,,00635.100000,C1_31,0.03
,,00635.117600,A1_23,0.075
,,00635.130880,B1_23,0.064
,,00635.146080,C2_22,0.152
,,00635.148720,C2_22,0.018
,,00635.159200,C2_22,0.098
,,00635.249600,B1_23,0.078
,,00635.252720,B1_23,0.015
,,00635.283120,C1_31,0.033
,,00635.294000,B2_21,0.052
,,00635.296880,A3_31,0.058
,,00635.302400,B5_31,0.106
,,00635.303840,B1_23,0.046
,,00635.304800,B5_31,0.022
,,00635.323360,A1_24,0.025
,,00635.328000,A1_23,0.1
,,00635.343520,A1_12,0.029
,,00635.348080,B5_24,0.081
,,00635.358720,B2_24,0.076
,,00635.361280,B2_24,0.064
,,00635.364320,B2_24,0.119
,,00635.366880,B2_24,0.022
,,00635.372080,B2_31,0.102
,,00635.377440,A1_24,0.036
,,00635.383280,B2_21,0.049
,,00635.389440,B2_21,0.031
,,00635.394720,B2_21,0.109
,,00635.403280,B2_21,0.072
,,00635.405200,B2_12,0.06
,,00635.412240,B2_12,0.036
,,00635.413440,B2_21,0.023
,,00635.414240,C2_22,0.125
,,00635.415840,B1_23,0.05
,,00635.453360,B2_21,0.045
,,00635.465680,B2_24,0.051
,,00635.469120,C1_31,0.032
,,00635.479440,A3_24,0.063
,,00635.506960,B1_23,0.047
,,00635.517520,B1_23,0.087
,,00635.541600,B5_42,0.171
,,00635.544640,B5_42,0.016
,,00635.552880,B2_21,0.036
,,00635.554240,B1_13,0.038
,,00635.557760,B1_23,0.063
,,00635.584240,B2_24,0.028
,,00635.596960,A3_24,0.052
,,00635.629040,A1_24,0.031
,,00635.636240,A3_24,0.045
,,00635.651040,C1_31,0.03
,,00635.674080,C1_11,0.026
,,00635.676880,A3_31,0.053
,,00635.723600,A1_12,0.025
,,00635.746880,C1_31,0.032
,,00635.760000,B2_21,0.03
,,00635.771200,B1_23,0.08
,,00635.794160,B5_24,0.073
,,00635.812640,B5_24,0.059
,,00635.824240,B2_31,0.053
,,00635.824800,B5_24,0.051
,,00635.831920,B2_31,0.036
,,00635.841040,B2_31,0.034
,,00635.846320,B1_23,0.063
,,00635.871760,C1_31,0.027
,,00635.905680,A3_31,0.047
,,00635.918320,A1_12,0.032
,,00635.965280,C1_31,0.029
,,00635.971600,B1_23,0.049
,,00635.972000,B5_42,0.194
,,00635.975920,B5_42,0.021
,,00636.034880,A3_24,0.063
,,00636.064720,B1_13,0.024
,,00636.075840,C1_31,0.029
,,00636.089600,B1_23,0.081
,,00636.092960,B1_23,0.019
,,00636.097280,A1_12,0.028
,,00636.109440,B1_23,0.021
,,00636.110240,A1_23,0.026
,,00636.111440,A1_24,0.096
,,00636.114000,A1_24,0.064
,,00636.114480,A1_14,0.046
,,00636.115760,A1_23,0.037
,,00636.116400,A1_24,0.027
,,00636.118080,A1_23,0.046
,,00636.119120,A1_24,0.031
,,00636.122480,A1_24,0.14
,,00636.124800,A1_24,0.021
,,00636.129520,B1_13,0.034
,,00636.131280,B1_23,0.062
,,00636.132240,A3_24,0.054
,,00636.134240,B1_13,0.054
,,00636.136800,B1_13,0.03
,,00636.139440,B1_13,0.116
,,00636.144720,B1_23,0.055
,,00636.155760,B1_23,0.065
,,00636.178640,B2_21,0.037
,,00636.179280,A1_23,0.068
,,00636.182320,B2_21,0.02
,,00636.202560,B5_24,0.071
,,00636.215200,B5_24,0.054
,,00636.216400,C1_31,0.033
,,00636.226000,B5_31,0.098
,,00636.285280,C2_13,0.025
,,00636.299440,A3_31,0.059
,,00636.339360,A4_32,0.045
,,00636.345520,B5_42,0.031
,,00636.357440,B1_23,0.053
,,00636.363920,B1_23,0.076
,,00636.365040,A4_32,0.029
,,00636.369520,C1_31,0.025
,,00636.373200,C1_21,0.033
,,00636.418480,B2_31,0.054
,,00636.421760,B2_21,0.035
,,00636.433040,B1_23,0.05
,,00636.452640,C1_11,0.035
,,00636.455120,A3_24,0.063
,,00636.458880,C1_31,0.031
,,00636.467760,A3_24,0.045
,,00636.474880,A3_24,0.035
,,00636.481200,A1_12,0.022
,,00636.486880,A3_24,0.036
,,00636.507680,A3_24,0.039
,,00636.510480,A3_24,0.032
,,00636.515200,A3_42,0.027
,,00636.518080,A3_31,0.054
,,00636.520160,A3_42,0.043
,,00636.523520,A3_42,0.022
,,00636.526720,A3_41,0.013
,,00636.528000,A3_24,0.047
,,00636.530800,A3_24,0.019
,,00636.531920,A3_42,0.031
,,00636.534160,A3_42,0.027
,,00636.535360,A3_31,0.118
,,00636.535600,A3_41,0.021
,,00636.537040,A3_42,0.046
,,00636.537680,A3_31,0.091
,,00636.539440,A3_42,0.026
,,00636.541680,A3_42,0.04
,,00636.543280,A3_41,0.038
,,00636.548640,A3_42,0.025
,,00636.550000,A3_24,0.039
,,00636.551280,A3_42,0.033
,,00636.557200,A3_24,0.025
,,00636.557760,A3_31,0.023
,,00636.559760,A3_41,0.027
,,00636.559760,B5_42,0.016
,,00636.561120,C1_31,0.033
,,00636.562000,A3_41,0.023
,,00636.562960,A3_42,0.05
,,00636.563440,A3_31,0.036
,,00636.565760,A3_41,0.021
,,00636.566160,B2_21,0.053
,,00636.566800,A3_42,0.041
,,00636.567200,A3_24,0.067
,,00636.568000,A3_31,0.038
,,00636.569120,A3_42,0.033
,,00636.569440,A3_24,0.06
,,00636.570560,A3_31,0.027
,,00636.571520,A3_42,0.02
,,00636.577360,A3_31,0.029
,,00636.578480,A3_42,0.032
,,00636.581600,A3_42,0.03
,,00636.581920,A3_41,0.033
,,00636.582880,A3_21,0.039
,,00636.582960,A3_31,0.094
,,00636.584800,A3_41,0.019
,,00636.585440,A3_31,0.022
,,00636.588080,C1_31,0.033
,,00636.588640,A3_42,0.033
,,00636.591920,A3_41,0.016
,,00636.598320,A3_41,0.02
,,00636.603120,A3_24,0.042
,,00636.608640,B2_24,0.046
,,00636.616960,C1_31,0.027
,,00636.622400,A1_24,0.032
,,00636.633840,B1_23,0.077
,,00636.639760,C1_11,0.021
,,00636.641520,C1_22,0.115
,,00636.646320,C1_31,0.024
,,00636.647600,A3_42,0.017
,,00636.667440,B2_12,0.031
,,00636.701200,B1_23,0.057
,,00636.720640,B1_13,0.032
,,00636.732640,B1_23,0.058
,,00636.737120,B2_31,0.137
,,00636.737440,B2_21,0.032
,,00636.739840,B2_31,0.015
,,00636.751760,B2_24,0.077
,,00636.770320,C1_31,0.03
,,00636.772080,B5_24,0.07
,,00636.793840,B2_31,0.053
,,00636.798720,B5_42,0.223
,,00636.801920,B5_42,0.016
,,00636.802400,B2_31,0.042
,,00636.811600,B2_31,0.033
,,00636.834960,B2_31,0.041
,,00636.869120,B5_42,0.052
,,00636.877440,B1_23,0.053
,,00636.886160,B5_31,0.098
,,00636.906480,A3_24,0.069
,,00636.917760,B2_24,0.127
,,00636.920400,B2_24,0.086
,,00636.923040,B2_24,0.044
,,00636.927040,B2_21,0.038
,,00636.937280,B2_24,0.112
,,00636.938480,A3_24,0.055
,,00636.939760,B2_24,0.021
,,00636.967680,C1_31,0.032
,,00636.978800,B1_23,0.077
,,00636.987040,A3_31,0.054
,,00637.008080,A3_24,0.044
,,00637.104080,C1_31,0.031
,,00637.114480,B5_42,0.032
,,00637.126720,A1_24,0.03
,,00637.144560,A1_24,0.02
,,00637.154880,A3_31,0.051
,,00637.158320,B1_23,0.059
,,00637.182960,A3_24,0.05
,,00637.190560,B1_23,0.024
,,00637.190880,B5_24,0.073
,,00637.235200,B1_23,0.077
,,00637.274880,C1_31,0.037
,,00637.279920,A3_24,0.046
,,00637.314160,A3_31,0.048
,,00637.367520,B2_21,0.038
,,00637.397200,B1_23,0.053
,,00637.401280,C1_11,0.017
,,00637.414720,B4_23,0.032
,,00637.422000,B1_23,0.067
,,00637.430400,A1_12,0.025
,,00637.432480,B2_21,0.047
,,00637.443040,C1_31,0.029
,,00637.466240,B5_24,0.078
,,00637.472640,A1_23,0.087
,,00637.482480,B5_24,0.057
,,00637.567280,C1_11,0.027
,,00637.592400,A3_31,0.049
,,00637.594640,C1_31,0.03
,,00637.595520,B1_23,0.06
,,00637.599360,A3_24,0.061
,,00637.616560,B2_31,0.053
,,00637.618160,A3_24,0.057
,,00637.618880,A4_33,0.044
,,00637.625600,B2_31,0.039
,,00637.628960,A1_13,0.053
,,00637.635440,A3_24,0.056
,,00637.635520,B2_31,0.036
,,00637.638640,B2_21,0.037
,,00637.644240,A3_24,0.028
,,00637.662560,A3_24,0.043
,,00637.681840,A3_31,0.028
,,00637.717520,C1_11,0.023
,,00637.729840,A3_24,0.026
,,00637.730080,B1_23,0.022
,,00637.775120,C1_31,0.033
,,00637.791200,A3_24,0.034
,,00637.792800,B5_42,0.028
,,00637.806960,B1_23,0.062
,,00637.820480,B1_23,0.079
,,00637.821520,B5_24,0.077
,,00637.825920,A3_42,0.026
,,00637.837120,B5_24,0.059
,,00637.880800,A1_24,0.032
,,00637.896080,B1_23,0.053
,,00637.902400,B2_21,0.036
,,00637.930960,C1_31,0.033
,,00637.970160,B1_23,0.043
,,00637.986240,C1_31,0.036
,,00637.997440,B1_13,0.033
,,00638.024080,A3_31,0.024
,,00638.045360,A3_42,0.022
,,00638.092240,B1_23,0.039
,,00638.150240,A3_31,0.054
,,00638.158720,A1_12,0.031
,,00638.163600,B2_41,0.025
,,00638.168960,C1_31,0.034
,,00638.171200,B5_24,0.075
,,00638.190880,B5_24,0.058
,,00638.199280,B2_41,0.023
,,00638.209520,B1_23,0.062
,,00638.221680,B1_23,0.05
,,00638.223520,A3_24,0.065
,,00638.258160,B5_42,0.033
,,00638.259200,B2_21,0.043
,,00638.282880,A1_23,0.086
,,00638.288080,A3_24,0.055
,,00638.311840,C1_31,0.028
,,00638.312480,B2_31,0.046
,,00638.321040,B2_31,0.03
,,00638.325840,B2_21,0.043
,,00638.338480,A1_12,0.027
,,00638.348960,B2_31,0.035
,,00638.370080,B2_31,0.036
,,00638.371920,B1_13,0.027
,,00638.377840,A1_24,0.032
,,00638.408640,A3_31,0.053
,,00638.416400,B1_23,0.059
,,00638.476960,B2_24,0.045
,,00638.483360,B2_24,0.033
,,00638.483440,C1_31,0.031
,,00638.506720,B5_24,0.074
,,00638.510720,B5_42,0.206
,,00638.511120,B2_21,0.033
,,00638.513920,B5_42,0.018
,,00638.534000,B1_23,0.049
,,00638.536240,B1_23,0.04
,,00638.596240,A2_32,0.022
,,00638.608560,B5_31,0.104
,,00638.611600,B5_31,0.019
,,00638.618320,A3_24,0.057
,,00638.623280,B1_23,0.047
,,00638.635360,B2_21,0.04
,,00638.659280,B1_23,0.064
,,00638.668400,B1_23,0.048
,,00638.687920,A3_31,0.056
,,00638.692080,B2_12,0.24
,,00638.694560,B2_12,0.022
,,00638.698560,C1_31,0.026
,,00638.706880,B5_42,0.048
,,00638.711120,B2_24,0.087
,,00638.722000,A1_24,0.036
,,00638.769680,B2_24,0.04
,,00638.791760,B5_24,0.067
,,00638.799200,A3_31,0.071
,,00638.802880,A3_31,0.026
,,00638.810960,C1_22,0.115
,,00638.814880,A1_23,0.085
,,00638.843040,C1_31,0.03
,,00638.862880,A3_24,0.097
,,00638.863280,A3_33,0.02
,,00638.865920,A3_24,0.019
,,00638.867840,A3_42,0.038
,,00638.870400,B2_21,0.022
,,00638.870960,A3_24,0.029
,,00638.871440,A3_31,0.059
,,00638.873840,A3_24,0.03
,,00638.875440,A3_31,0.031
,,00638.876160,A3_42,0.024
,,00638.876320,A3_24,0.057
,,00638.876720,A3_41,0.021
,,00638.879360,A3_31,0.023
,,00638.880880,A3_42,0.025
,,00638.882000,A3_24,0.068
,,00638.882080,B2_41,0.027
,,00638.884800,A3_42,0.048
,,00638.884960,A3_24,0.017
,,00638.889680,A3_24,0.033
,,00638.892880,A3_42,0.024
,,00638.895600,A1_12,0.027
,,00638.896720,A3_42,0.025
,,00638.896960,A3_41,0.018
,,00638.897360,A3_31,0.026
,,00638.899760,A3_42,0.025
,,00638.902560,A3_42,0.024
,,00638.902880,A3_31,0.028
,,00638.908320,A3_42,0.04
,,00638.908640,A3_41,0.04
,,00638.913440,B1_23,0.045
,,00638.914720,A3_24,0.088
,,00638.914720,A3_41,0.018
,,00638.917840,A3_24,0.025
,,00638.930000,A3_24,0.032
,,00638.936720,A3_31,0.041
,,00638.946960,A3_24,0.057
,,00638.965600,B1_23,0.064
,,00638.985040,C1_11,0.015
,,00638.986880,A1_24,0.028
,,00638.996880,B2_21,0.049
,,00639.008240,B5_24,0.078
,,00639.037120,B5_42,0.034
,,00639.065680,C1_31,0.034
