Investigator,,Time (s),Electrode,Amplitude (mV)
,,00078.577680,A1_82,0.125
,,00078.577760,A1_11,0.05
,,00078.577760,A1_23,0.042
,,00078.577840,A1_34,0.038
,,00078.577840,A1_86,0.076
,,00078.578000,A1_64,0.046
,,00078.578000,A1_72,0.099
,,00078.578160,A1_25,0.082
,,00078.578160,A1_75,0.045
,,00078.578320,A1_65,0.117
,,00078.578320,A1_73,0.033
,,00078.578320,A1_83,0.035
,,00078.578400,A1_68,0.046
,,00078.578400,A1_78,0.048
,,00078.578480,A1_12,0.065
,,00078.578560,A1_57,0.034
,,00078.578640,A1_18,0.053
,,00078.578640,A1_61,0.05
,,00078.578800,A1_31,0.076
,,00078.578880,A1_55,0.084
,,00078.578960,A1_63,0.032
,,00078.578960,A1_74,0.03
,,00078.579040,A1_51,0.072
,,00078.579200,A1_28,0.033
,,00078.579200,A1_45,0.042
,,00078.579280,A1_33,0.058
,,00078.579280,A1_48,0.048
,,00078.579280,A1_85,0.036
,,00078.579360,A1_26,0.048
,,00078.579360,A1_58,0.035
,,00078.579440,A1_14,0.045
,,00078.579440,A1_41,0.021
,,00078.579440,A1_42,0.03
,,00078.579520,A1_22,0.057
,,00078.579680,A1_38,0.134
,,00078.579680,A1_56,0.04
,,00078.579760,A1_76,0.069
,,00078.579840,A1_81,0.041
,,00078.579920,A1_15,0.051
,,00078.579920,A1_32,0.049
,,00078.580080,A1_24,0.056
,,00078.580080,A1_34,0.067
,,00078.580080,A1_87,0.027
,,00078.580160,A1_53,0.082
,,00078.580160,A1_84,0.047
,,00078.580240,A1_23,0.051
,,00078.580320,A1_17,0.05
,,00078.580320,A1_37,0.055
,,00078.580320,A1_82,0.14
,,00078.580400,A1_27,0.03
,,00078.580400,A1_44,0.037
,,00078.580480,A1_64,0.042
,,00078.580480,A1_72,0.061
,,00078.580640,A1_11,0.098
,,00078.580640,A1_13,0.068
,,00078.580640,A1_83,0.035
,,00078.580800,A1_21,0.055
,,00078.580800,A1_67,0.168
,,00078.580880,A1_57,0.112
,,00078.580960,A1_18,0.067
,,00078.580960,A1_68,0.034
,,00078.581120,A1_54,0.062
,,00078.581200,A1_55,0.054
,,00078.581280,A1_77,0.025
,,00078.581440,A1_31,0.037
,,00078.581440,A1_88,0.065
,,00078.581520,A1_51,0.08
,,00078.581680,A1_33,0.041
,,00078.581680,A1_63,0.034
,,00078.581760,A1_35,0.1
,,00078.581760,A1_61,0.058
,,00078.581920,A1_22,0.049
,,00078.581920,A1_73,0.033
,,00078.582000,A1_76,0.051
,,00078.582080,A1_62,0.05
,,00078.582080,A1_85,0.032
,,00078.582240,A1_26,0.029
,,00078.582560,A1_32,0.045
,,00078.582640,A1_66,0.052
,,00078.582720,A1_56,0.025
,,00078.583120,A1_78,0.063
,,00078.583200,A1_18,0.041
,,00078.583280,A1_57,0.057
,,00078.583360,A1_72,0.177
,,00078.583520,A1_36,0.033
,,00078.583520,A1_68,0.03
,,00078.583520,A1_82,0.142
,,00078.583600,A1_54,0.085
,,00078.583600,A1_74,0.034
,,00078.583680,A1_12,0.039
,,00078.583920,A1_33,0.095
,,00078.584000,A1_48,0.055
,,00078.584080,A1_21,0.04
,,00078.584080,A1_44,0.07
,,00078.584080,A1_88,0.077
,,00078.584160,A1_22,0.037
,,00078.584160,A1_35,0.054
,,00078.584320,A1_51,0.076
,,00078.584480,A1_61,0.043
,,00078.584480,A1_63,0.031
,,00078.584480,A1_73,0.029
,,00078.584720,A1_25,0.038
,,00078.584800,A1_32,0.05
,,00078.584800,A1_77,0.039
,,00078.584960,A1_14,0.063
,,00078.584960,A1_62,0.05
,,00078.584960,A1_66,0.057
,,00078.585040,A1_37,0.039
,,00078.585200,A1_38,0.036
,,00078.585280,A1_11,0.092
,,00078.585280,A1_83,0.021
,,00078.585360,A1_16,0.044
,,00078.585360,A1_23,0.066
,,00078.585440,A1_18,0.056
,,00078.585440,A1_27,0.044
,,00078.585520,A1_67,0.109
,,00078.585600,A1_57,0.03
,,00078.585600,A1_75,0.051
,,00078.585600,A1_78,0.05
,,00078.585680,A1_64,0.037
,,00078.585760,A1_68,0.044
,,00078.585760,A1_82,0.185
,,00078.585840,A1_54,0.054
,,00078.585840,A1_84,0.05
,,00078.585920,A1_13,0.05
,,00078.585920,A1_56,0.031
,,00078.586000,A1_24,0.05
,,00078.586000,A1_47,0.036
,,00078.586080,A1_71,0.081
,,00078.586160,A1_36,0.049
,,00078.586320,A1_26,0.035
,,00078.586320,A1_48,0.04
,,00078.586320,A1_81,0.025
,,00078.586400,A1_21,0.024
,,00078.586400,A1_31,0.037
,,00078.586400,A1_41,0.033
,,00078.586480,A1_17,0.042
,,00078.586480,A1_28,0.038
,,00078.586480,A1_35,0.089
,,00078.586560,A1_88,0.045
,,00078.586640,A1_58,0.045
,,00078.586800,A1_65,0.102
,,00078.586960,A1_33,0.049
,,00078.586960,A1_46,0.074
,,00078.586960,A1_63,0.052
,,00078.587040,A1_61,0.037
,,00078.587040,A1_73,0.054
,,00078.587120,A1_76,0.056
,,00078.587120,A1_86,0.051
,,00078.587360,A1_25,0.035
,,00078.587360,A1_55,0.05
,,00078.587600,A1_38,0.061
,,00078.587680,A1_16,0.045
,,00078.587840,A1_67,0.142
,,00078.587840,A1_83,0.045
,,00078.587920,A1_11,0.066
,,00078.587920,A1_18,0.068
,,00078.587920,A1_75,0.035
,,00078.588000,A1_12,0.036
,,00078.588000,A1_14,0.04
,,00078.588000,A1_57,0.052
,,00078.588080,A1_54,0.049
,,00078.588080,A1_78,0.041
,,00078.588240,A1_42,0.03
,,00078.588240,A1_82,0.201
,,00078.588480,A1_56,0.037
,,00078.588640,A1_13,0.037
,,00078.588640,A1_71,0.043
,,00078.588720,A1_21,0.059
,,00078.588800,A1_17,0.073
,,00078.588800,A1_84,0.033
,,00078.588800,A1_88,0.1
,,00078.588880,A1_35,0.038
,,00078.588880,A1_47,0.035
,,00078.588960,A1_51,0.09
,,00078.589040,A1_48,0.055
,,00078.589040,A1_65,0.116
,,00078.589120,A1_15,0.047
,,00078.589120,A1_24,0.027
,,00078.589120,A1_68,0.033
,,00078.589280,A1_26,0.04
,,00078.589360,A1_61,0.038
,,00078.589440,A1_46,0.065
,,00078.589440,A1_63,0.025
,,00078.589600,A1_36,0.038
,,00078.589600,A1_52,0.043
,,00078.589600,A1_55,0.098
,,00078.589680,A1_32,0.045
,,00078.589760,A1_53,0.059
,,00078.589760,A1_77,0.038
,,00078.590000,A1_23,0.087
,,00078.590000,A1_25,0.04
,,00078.590080,A1_67,0.044
,,00078.590320,A1_78,0.053
,,00078.590400,A1_27,0.029
,,00078.590400,A1_37,0.03
,,00078.590400,A1_87,0.049
,,00078.590720,A1_12,0.061
,,00078.590720,A1_14,0.058
,,00078.590720,A1_22,0.08
,,00078.590800,A1_11,0.054
,,00078.590800,A1_57,0.038
,,00078.590960,A1_16,0.026
,,00078.591040,A1_82,0.179
,,00078.591120,A1_73,0.047
,,00078.591120,A1_81,0.046
,,00078.591120,A1_83,0.041
,,00078.591200,A1_35,0.092
,,00078.591200,A1_71,0.081
,,00078.591280,A1_85,0.023
,,00078.591520,A1_34,0.055
,,00078.591520,A1_88,0.051
,,00078.591600,A1_56,0.039
,,00078.591760,A1_21,0.048
,,00078.591840,A1_55,0.057
,,00078.591840,A1_68,0.041
,,00078.591920,A1_24,0.034
,,00078.591920,A1_66,0.071
,,00078.592080,A1_52,0.054
,,00078.592080,A1_72,0.077
,,00078.592160,A1_61,0.037
,,00078.592240,A1_45,0.037
,,00078.592240,A1_86,0.084
,,00078.592320,A1_53,0.075
,,00078.592480,A1_23,0.045
,,00078.592480,A1_67,0.095
,,00078.592560,A1_46,0.04
,,00078.592560,A1_58,0.091
,,00078.592640,A1_78,0.051
,,00078.592880,A1_31,0.041
,,00078.593040,A1_47,0.06
,,00078.593040,A1_75,0.03
,,00078.593200,A1_36,0.05
,,00078.593200,A1_76,0.041
,,00078.593280,A1_14,0.023
,,00078.593360,A1_57,0.064
,,00078.593360,A1_81,0.025
,,00078.593440,A1_84,0.039
,,00078.593600,A1_18,0.029
,,00078.593600,A1_51,0.105
,,00078.593680,A1_83,0.027
,,00078.593760,A1_17,0.051
,,00078.593760,A1_35,0.079
,,00078.593760,A1_71,0.034
,,00078.593840,A1_34,0.019
,,00078.593840,A1_82,0.05
,,00078.593920,A1_65,0.11
,,00078.593920,A1_74,0.038
,,00078.594000,A1_15,0.036
,,00078.594000,A1_88,0.034
,,00078.594160,A1_64,0.037
,,00078.594240,A1_11,0.055
,,00078.594320,A1_16,0.033
,,00078.594320,A1_32,0.035
,,00078.594320,A1_52,0.07
,,00078.594400,A1_26,0.04
,,00078.594400,A1_62,0.052
,,00078.594480,A1_13,0.048
,,00078.594480,A1_72,0.041
,,00078.594480,A1_86,0.049
,,00078.594560,A1_33,0.029
,,00078.594560,A1_85,0.027
,,00078.594640,A1_37,0.025
,,00078.594720,A1_63,0.034
,,00078.594800,A1_68,0.041
,,00078.594880,A1_23,0.049
,,00078.594880,A1_44,0.05
,,00078.594880,A1_66,0.046
,,00078.594960,A1_56,0.028
,,00078.595040,A1_53,0.106
,,00078.595120,A1_55,0.044
,,00078.595120,A1_58,0.039
,,00078.595120,A1_67,0.08
,,00078.595280,A1_45,0.047
,,00078.595360,A1_54,0.061
,,00078.595360,A1_61,0.032
,,00078.595600,A1_78,0.063
,,00078.595600,A1_81,0.032
,,00078.595680,A1_24,0.046
,,00078.595760,A1_14,0.047
,,00078.595760,A1_25,0.043
,,00078.595760,A1_42,0.025
,,00078.596000,A1_46,0.071
,,00078.596080,A1_57,0.069
,,00078.596240,A1_38,0.055
,,00078.596240,A1_83,0.029
,,00078.596320,A1_17,0.081
,,00078.596320,A1_35,0.081
,,00078.596320,A1_73,0.02
,,00078.596400,A1_12,0.039
,,00078.596480,A1_34,0.102
,,00078.596560,A1_51,0.118
,,00078.596640,A1_18,0.031
,,00078.596800,A1_31,0.031
,,00078.596800,A1_65,0.09
,,00078.596960,A1_21,0.056
,,00078.597040,A1_27,0.051
,,00078.597040,A1_37,0.044
,,00078.597040,A1_52,0.06
,,00078.597120,A1_63,0.024
,,00078.597200,A1_11,0.045
,,00078.597200,A1_71,0.056
,,00078.597440,A1_72,0.118
,,00078.597520,A1_55,0.065
,,00078.597520,A1_74,0.06
,,00078.597520,A1_85,0.026
,,00078.597600,A1_13,0.041
,,00078.597600,A1_64,0.045
,,00078.597600,A1_84,0.044
,,00078.597680,A1_33,0.074
,,00078.597680,A1_45,0.053
,,00078.597760,A1_62,0.052
,,00078.597840,A1_47,0.034
,,00078.597840,A1_68,0.026
,,00078.597840,A1_76,0.044
,,00078.598160,A1_22,0.065
,,00078.598160,A1_54,0.058
,,00078.598320,A1_46,0.049
,,00078.598400,A1_14,0.052
,,00078.598480,A1_61,0.03
,,00078.598480,A1_78,0.065
,,00078.598640,A1_15,0.042
,,00078.598640,A1_25,0.045
,,00078.598800,A1_28,0.038
,,00078.598800,A1_35,0.047
,,00078.598800,A1_87,0.031
,,00078.598880,A1_18,0.046
,,00078.598880,A1_34,0.028
,,00078.598880,A1_57,0.039
,,00078.598960,A1_12,0.064
,,00078.598960,A1_38,0.055
,,00078.599040,A1_81,0.025
,,00078.599120,A1_36,0.03
,,00078.599120,A1_51,0.068
,,00078.599280,A1_65,0.052
,,00078.599360,A1_16,0.029
,,00078.599440,A1_11,0.058
,,00078.599440,A1_75,0.056
,,00078.599520,A1_17,0.045
,,00078.599520,A1_48,0.055
,,00078.599680,A1_86,0.047
,,00078.599840,A1_31,0.049
,,00078.599840,A1_67,0.043
,,00078.599840,A1_82,0.067
,,00078.600000,A1_27,0.025
,,00078.600000,A1_55,0.061
,,00078.600080,A1_72,0.044
,,00078.600160,A1_63,0.038
,,00078.600160,A1_83,0.04
,,00078.600240,A1_13,0.049
,,00078.600320,A1_26,0.022
,,00078.600400,A1_21,0.05
,,00078.600400,A1_56,0.034
,,00078.600400,A1_76,0.049
,,00078.600800,A1_45,0.024
,,00078.600880,A1_46,0.022
,,00078.600880,A1_68,0.034
,,00078.600880,A1_73,0.031
,,00078.600960,A1_88,0.045
,,00078.601040,A1_84,0.033
,,00078.601120,A1_57,0.056
,,00078.601120,A1_61,0.042
,,00078.601200,A1_14,0.052
,,00078.601200,A1_15,0.034
,,00078.601440,A1_38,0.029
,,00078.601520,A1_12,0.038
,,00078.601520,A1_34,0.034
,,00078.601520,A1_44,0.042
,,00078.601600,A1_22,0.059
,,00078.601600,A1_52,0.04
,,00078.601680,A1_78,0.037
,,00078.601760,A1_33,0.024
,,00078.601760,A1_47,0.042
,,00078.601760,A1_62,0.041
,,00078.601840,A1_48,0.028
,,00078.601840,A1_65,0.044
,,00078.601920,A1_18,0.04
,,00078.602080,A1_11,0.046
,,00078.602080,A1_66,0.056
,,00078.602240,A1_16,0.03
,,00078.602240,A1_35,0.038
,,00078.602240,A1_54,0.052
,,00078.602400,A1_55,0.041
,,00078.602400,A1_67,0.067
,,00078.602480,A1_25,0.026
,,00078.602480,A1_72,0.041
,,00078.602640,A1_82,0.182
,,00078.602720,A1_21,0.038
,,00078.602720,A1_71,0.039
,,00078.602960,A1_13,0.022
,,00078.602960,A1_75,0.034
,,00078.603040,A1_32,0.043
,,00078.603040,A1_58,0.032
,,00078.603040,A1_74,0.033
,,00078.603120,A1_31,0.04
,,00078.603200,A1_53,0.033
,,00078.603280,A1_88,0.046
,,00078.603360,A1_56,0.036
,,00078.603360,A1_73,0.026
,,00078.603360,A1_76,0.052
,,00078.603520,A1_23,0.066
,,00078.603760,A1_12,0.032
,,00078.603760,A1_38,0.059
,,00078.603840,A1_77,0.024
,,00078.603920,A1_57,0.026
,,00078.603920,A1_86,0.035
,,00078.604000,A1_24,0.058
,,00078.604000,A1_47,0.036
,,00078.604320,A1_46,0.034
,,00078.604320,A1_48,0.05
,,00078.604400,A1_61,0.05
,,00078.604480,A1_78,0.023
,,00078.604640,A1_51,0.049
,,00078.604640,A1_52,0.046
,,00078.604720,A1_18,0.052
,,00078.604720,A1_28,0.036
,,00078.604720,A1_72,0.034
,,00078.604800,A1_22,0.049
,,00078.604880,A1_35,0.06
,,00078.604880,A1_65,0.13
,,00078.604880,A1_67,0.113
,,00078.604960,A1_66,0.068
,,00078.604960,A1_83,0.026
,,00078.605120,A1_25,0.037
,,00078.605120,A1_87,0.024
,,00078.605200,A1_82,0.134
,,00078.605280,A1_27,0.031
,,00078.605280,A1_32,0.034
,,00078.605360,A1_31,0.038
,,00078.605360,A1_36,0.033
,,00078.605440,A1_11,0.049
,,00078.605440,A1_62,0.04
,,00078.605440,A1_74,0.031
,,00078.605520,A1_13,0.037
,,00078.605520,A1_68,0.035
,,00078.605840,A1_58,0.056
,,00078.606000,A1_75,0.035
,,00078.606080,A1_76,0.029
,,00078.606160,A1_44,0.033
,,00078.606160,A1_54,0.059
,,00078.606240,A1_12,0.029
,,00078.606240,A1_73,0.033
,,00078.606320,A1_84,0.03
,,00078.606720,A1_88,0.033
,,00078.606800,A1_45,0.049
,,00078.606880,A1_57,0.034
,,00078.607040,A1_21,0.028
,,00078.607040,A1_22,0.041
,,00078.607040,A1_34,0.032
,,00078.607200,A1_51,0.065
,,00078.607280,A1_17,0.03
,,00078.607280,A1_18,0.034
,,00078.607280,A1_83,0.023
,,00078.607360,A1_67,0.035
,,00078.607440,A1_46,0.037
,,00078.607440,A1_52,0.068
,,00078.607440,A1_65,0.09
,,00078.607520,A1_32,0.028
,,00078.607520,A1_86,0.048
,,00078.607680,A1_11,0.038
,,00078.607680,A1_36,0.035
,,00078.607680,A1_74,0.059
,,00078.607840,A1_62,0.029
,,00078.607920,A1_82,0.196
,,00078.608000,A1_53,0.032
,,00078.608000,A1_85,0.032
,,00078.608320,A1_64,0.039
,,00078.608320,A1_68,0.051
,,00078.608400,A1_15,0.046
,,00078.608400,A1_54,0.047
,,00078.608720,A1_25,0.036
,,00078.608720,A1_33,0.032
,,00078.609040,A1_88,0.05
,,00078.609200,A1_48,0.053
,,00078.609200,A1_57,0.035
,,00078.609200,A1_72,0.036
,,00078.609280,A1_73,0.03
,,00078.609440,A1_23,0.037
,,00078.609440,A1_75,0.04
,,00078.609520,A1_12,0.05
,,00078.609520,A1_56,0.036
,,00078.609600,A1_17,0.034
,,00078.609600,A1_22,0.031
,,00078.609680,A1_34,0.021
,,00078.609680,A1_37,0.03
,,00078.609680,A1_51,0.063
,,00078.609760,A1_46,0.033
,,00078.609760,A1_86,0.054
,,00078.610080,A1_55,0.046
,,00078.610160,A1_71,0.026
,,00078.610160,A1_82,0.024
,,00078.610240,A1_66,0.066
,,00078.610240,A1_78,0.034
,,00078.610320,A1_52,0.051
,,00078.610400,A1_11,0.056
,,00078.610400,A1_61,0.025
,,00078.610400,A1_62,0.04
,,00078.610480,A1_21,0.027
,,00078.610720,A1_36,0.023
,,00078.610720,A1_53,0.041
,,00078.610720,A1_65,0.115
,,00078.610800,A1_58,0.048
,,00078.610960,A1_33,0.025
,,00078.611040,A1_38,0.044
,,00078.611040,A1_76,0.065
,,00078.611200,A1_27,0.025
,,00078.611280,A1_24,0.036
,,00078.611440,A1_26,0.034
,,00078.611440,A1_72,0.047
,,00078.611520,A1_14,0.029
,,00078.611520,A1_48,0.037
,,00078.611760,A1_88,0.049
,,00078.611840,A1_16,0.037
,,00078.611920,A1_25,0.051
,,00078.611920,A1_44,0.051
,,00078.611920,A1_73,0.034
,,00078.612000,A1_15,0.041
,,00078.612000,A1_47,0.031
,,00078.612080,A1_54,0.059
,,00078.612160,A1_23,0.036
,,00078.612160,A1_35,0.045
,,00078.612240,A1_45,0.026
,,00078.612320,A1_34,0.041
,,00078.612480,A1_32,0.025
,,00078.612480,A1_41,0.026
,,00078.612560,A1_17,0.032
,,00078.612560,A1_82,0.154
,,00078.612640,A1_52,0.033
,,00078.612640,A1_62,0.044
,,00078.612720,A1_18,0.04
,,00078.612720,A1_51,0.039
,,00078.612720,A1_83,0.028
,,00078.612800,A1_21,0.028
,,00078.612800,A1_67,0.022
,,00078.612960,A1_65,0.097
,,00078.612960,A1_74,0.041
,,00078.613040,A1_64,0.025
,,00078.613040,A1_86,0.033
,,00078.613120,A1_46,0.046
,,00078.613120,A1_66,0.04
,,00078.613200,A1_81,0.031
,,00078.613360,A1_56,0.035
,,00078.613440,A1_55,0.056
,,00078.613440,A1_84,0.039
,,00078.613600,A1_24,0.034
,,00078.613600,A1_58,0.04
,,00078.613760,A1_61,0.048
,,00078.613840,A1_71,0.045
,,00078.613920,A1_75,0.042
,,00078.613920,A1_78,0.047
,,00078.614080,A1_37,0.037
,,00078.614080,A1_38,0.039
,,00078.614240,A1_26,0.047
,,00078.614240,A1_31,0.041
,,00078.614320,A1_47,0.038
,,00078.614400,A1_28,0.023
,,00078.614400,A1_72,0.033
,,00078.614400,A1_73,0.023
,,00078.614480,A1_85,0.029
,,00078.614720,A1_15,0.041
,,00078.614800,A1_16,0.034
,,00078.614800,A1_23,0.067
,,00078.614800,A1_35,0.071
,,00078.614880,A1_76,0.05
,,00078.614960,A1_25,0.031
,,00078.614960,A1_32,0.041
,,00078.614960,A1_48,0.035
,,00078.615120,A1_17,0.036
,,00078.615280,A1_21,0.041
,,00078.615360,A1_66,0.057
,,00078.615360,A1_82,0.048
,,00078.615440,A1_87,0.024
,,00078.615520,A1_44,0.03
,,00078.615520,A1_54,0.044
,,00078.615520,A1_68,0.025
,,00078.615680,A1_57,0.043
,,00078.615680,A1_67,0.025
,,00078.615760,A1_46,0.04
,,00078.615920,A1_65,0.128
,,00078.616000,A1_56,0.043
,,00078.616080,A1_55,0.055
,,00078.616080,A1_58,0.033
,,00078.616160,A1_33,0.033
,,00078.616160,A1_52,0.025
,,00078.616400,A1_36,0.032
,,00078.616480,A1_31,0.023
,,00078.616560,A1_27,0.028
,,00078.616560,A1_61,0.033
,,00078.616560,A1_75,0.042
,,00078.616640,A1_28,0.034
,,00078.616720,A1_47,0.026
,,00078.616880,A1_72,0.074
,,00078.617040,A1_84,0.03
,,00078.617120,A1_88,0.031
,,00078.617200,A1_48,0.041
,,00078.617440,A1_23,0.038
,,00078.617520,A1_26,0.021
,,00078.617520,A1_34,0.061
,,00078.617680,A1_14,0.041
,,00078.617680,A1_15,0.033
,,00078.617680,A1_82,0.083
,,00078.617840,A1_83,0.027
,,00078.617920,A1_35,0.055
,,00078.617920,A1_66,0.042
,,00078.618000,A1_25,0.023
,,00078.618080,A1_38,0.043
,,00078.618080,A1_57,0.023
,,00078.618080,A1_78,0.032
,,00078.618160,A1_11,0.053
,,00078.618160,A1_81,0.019
,,00078.618240,A1_32,0.041
,,00078.618320,A1_44,0.04
,,00078.618320,A1_46,0.038
,,00078.618480,A1_54,0.066
,,00078.618560,A1_18,0.028
,,00078.618560,A1_42,0.02
,,00078.618640,A1_33,0.036
,,00078.618640,A1_56,0.035
,,00078.618640,A1_58,0.044
,,00078.618960,A1_51,0.033
,,00078.618960,A1_55,0.047
,,00078.618960,A1_68,0.02
,,00078.619120,A1_31,0.025
,,00078.619200,A1_76,0.055
,,00078.619360,A1_52,0.028
,,00078.619440,A1_48,0.088
,,00078.619840,A1_21,0.03
,,00078.620160,A1_12,0.05
,,00078.620320,A1_34,0.033
,,00078.620320,A1_57,0.03
,,00078.620400,A1_86,0.04
,,00078.620480,A1_84,0.035
,,00078.620560,A1_65,0.11
,,00078.620560,A1_82,0.185
,,00078.620640,A1_32,0.036
,,00078.620640,A1_44,0.056
,,00078.620640,A1_71,0.029
,,00078.620800,A1_35,0.046
,,00078.620800,A1_72,0.026
,,00078.620880,A1_18,0.035
,,00078.620960,A1_16,0.031
,,00078.620960,A1_24,0.048
,,00078.620960,A1_56,0.029
,,00078.621040,A1_33,0.039
,,00078.621040,A1_75,0.044
,,00078.621120,A1_38,0.03
,,00078.621120,A1_66,0.081
,,00078.621200,A1_51,0.048
,,00078.621200,A1_58,0.052
,,00078.621440,A1_31,0.024
,,00078.621440,A1_54,0.056
,,00078.621440,A1_78,0.039
,,00078.621520,A1_28,0.034
,,00078.621600,A1_68,0.024
,,00078.621680,A1_11,0.035
,,00078.621680,A1_22,0.034
,,00078.621760,A1_81,0.023
,,00078.622000,A1_83,0.055
,,00078.622080,A1_63,0.04
,,00078.622080,A1_73,0.049
,,00078.622160,A1_46,0.031
,,00078.622160,A1_55,0.041
,,00078.622560,A1_23,0.041
,,00078.622720,A1_48,0.033
,,00078.622800,A1_34,0.031
,,00078.622880,A1_65,0.047
,,00078.622960,A1_21,0.024
,,00078.622960,A1_82,0.048
,,00078.623040,A1_35,0.067
,,00078.623040,A1_36,0.028
,,00078.623040,A1_71,0.052
,,00078.623200,A1_18,0.048
,,00078.623200,A1_24,0.038
,,00078.623200,A1_61,0.029
,,00078.623280,A1_56,0.02
,,00078.623360,A1_17,0.027
,,00078.623360,A1_75,0.036
,,00078.623360,A1_86,0.049
,,00078.623520,A1_38,0.032
,,00078.623600,A1_58,0.032
,,00078.623600,A1_72,0.044
,,00078.623600,A1_87,0.019
,,00078.623680,A1_51,0.082
,,00078.623680,A1_62,0.034
,,00078.623840,A1_16,0.028
,,00078.623840,A1_33,0.034
,,00078.623840,A1_88,0.034
,,00078.623920,A1_78,0.031
,,00078.624000,A1_11,0.06
,,00078.624080,A1_31,0.051
,,00078.624080,A1_32,0.053
,,00078.624080,A1_45,0.023
,,00078.624160,A1_66,0.079
,,00078.624480,A1_52,0.038
,,00078.624560,A1_28,0.028
,,00078.624640,A1_12,0.037
,,00078.624720,A1_57,0.04
,,00078.624800,A1_46,0.035
,,00078.624800,A1_55,0.033
,,00078.624800,A1_68,0.068
,,00078.624880,A1_23,0.035
,,00078.624880,A1_26,0.046
,,00078.624880,A1_53,0.056
,,00078.624960,A1_44,0.045
,,00078.624960,A1_73,0.038
,,00078.624960,A1_76,0.041
,,00078.625040,A1_63,0.028
,,00078.625040,A1_67,0.084
,,00078.625040,A1_83,0.037
,,00078.625120,A1_14,0.034
,,00078.625120,A1_74,0.031
,,00078.625200,A1_34,0.048
,,00078.625200,A1_54,0.057
,,00078.625200,A1_82,0.038
,,00078.625280,A1_13,0.031
,,00078.625280,A1_42,0.02
,,00078.625280,A1_48,0.053
,,00078.625360,A1_35,0.042
,,00078.625600,A1_21,0.043
,,00078.625600,A1_77,0.03
,,00078.625600,A1_81,0.025
,,00078.625680,A1_75,0.05
,,00078.625760,A1_65,0.035
,,00078.625840,A1_22,0.041
,,00078.625920,A1_56,0.03
,,00078.625920,A1_58,0.04
,,00078.625920,A1_87,0.037
,,00078.626000,A1_86,0.056
,,00078.626080,A1_15,0.037
,,00078.626400,A1_33,0.041
,,00078.626400,A1_88,0.04
,,00078.626640,A1_71,0.037
,,00078.626640,A1_72,0.033
,,00078.626720,A1_78,0.05
,,00078.626800,A1_11,0.059
,,00078.626800,A1_31,0.03
,,00078.626800,A1_32,0.034
,,00078.626880,A1_66,0.024
,,00078.627040,A1_84,0.027
,,00078.627120,A1_17,0.036
,,00078.627120,A1_45,0.028
,,00078.627120,A1_51,0.065
,,00078.627200,A1_18,0.047
,,00078.627200,A1_38,0.04
,,00078.627440,A1_28,0.028
,,00078.627520,A1_47,0.034
,,00078.627840,A1_16,0.032
,,00078.627840,A1_26,0.03
,,00078.627840,A1_34,0.069
,,00078.627920,A1_82,0.055
,,00078.628000,A1_24,0.036
,,00078.628160,A1_12,0.044
,,00078.628240,A1_23,0.052
,,00078.628240,A1_86,0.024
,,00078.628400,A1_21,0.044
,,00078.628400,A1_68,0.028
,,00078.628480,A1_57,0.034
,,00078.628560,A1_25,0.029
,,00078.628560,A1_46,0.039
,,00078.628560,A1_58,0.047
,,00078.628640,A1_13,0.034
,,00078.628640,A1_14,0.033
,,00078.628640,A1_65,0.124
,,00078.628800,A1_33,0.05
,,00078.628960,A1_55,0.048
,,00078.628960,A1_67,0.028
,,00078.628960,A1_72,0.04
,,00078.629040,A1_15,0.037
,,00078.629040,A1_52,0.04
,,00078.629200,A1_32,0.036
,,00078.629200,A1_53,0.038
,,00078.629280,A1_31,0.037
,,00078.629360,A1_48,0.038
,,00078.629360,A1_62,0.03
,,00078.629440,A1_38,0.064
,,00078.629600,A1_73,0.033
,,00078.629760,A1_11,0.035
,,00078.629760,A1_17,0.036
,,00078.629760,A1_87,0.03
,,00078.629840,A1_37,0.024
,,00078.629840,A1_54,0.076
,,00078.630160,A1_22,0.042
,,00078.630160,A1_85,0.03
,,00078.630240,A1_83,0.034
,,00078.630480,A1_75,0.041
,,00078.630560,A1_45,0.025
,,00078.630640,A1_82,0.14
,,00078.630640,A1_88,0.051
,,00078.630720,A1_44,0.042
,,00078.630800,A1_71,0.031
,,00078.630880,A1_35,0.064
,,00078.630880,A1_74,0.041
,,00078.630960,A1_26,0.025
,,00078.630960,A1_65,0.171
,,00078.630960,A1_78,0.029
,,00078.631120,A1_86,0.035
,,00078.631200,A1_76,0.03
,,00078.631280,A1_55,0.065
,,00078.631360,A1_67,0.154
,,00078.631520,A1_58,0.047
,,00078.631600,A1_57,0.029
,,00078.631680,A1_12,0.045
,,00078.631680,A1_46,0.029
,,00078.631760,A1_18,0.045
,,00078.631760,A1_81,0.031
,,00078.631840,A1_48,0.023
,,00078.631840,A1_51,0.059
,,00078.631840,A1_66,0.031
,,00078.632000,A1_56,0.053
,,00078.632080,A1_32,0.038
,,00078.632160,A1_31,0.031
,,00078.632240,A1_23,0.034
,,00078.632240,A1_54,0.056
,,00078.632240,A1_73,0.034
,,00078.632320,A1_61,0.039
,,00078.632400,A1_11,0.054
,,00078.632400,A1_38,0.045
,,00078.632480,A1_52,0.053
,,00078.632560,A1_62,0.05
,,00078.632640,A1_34,0.039
,,00078.632800,A1_83,0.03
,,00078.632880,A1_28,0.031
